div_std,K,iv_option,mc_price,mc_se,mc_call,mc_put,mc_call_se,mc_put_se,cos_price,cos_call,cos_put,abs_diff,iv_det_gbm_from_mc,iv_det_gbm_from_cos,cgmy_C,cgmy_G,cgmy_M,cgmy_Y,trunc_eps,mc_paths
0.0,70.5508653623404,P,27.635846296736727,0.019027400439082274,27.635846296736727,0.21855294627912186,0.019027400439082274,0.00485735505631069,27.66029098763807,27.66029098763807,0.211156417669673,0.024444690901344046,0.3340352693840278,0.33196289301155507,0.12018289201181898,2.5,8.0,0.7,0.001,200000
0.0,72.6001737641861,P,25.627950964280938,0.01873567318678774,25.627950964280938,0.2599660156687052,0.01873567318678774,0.0053277929779742255,25.6514021904279,25.6514021904279,0.25157602230520465,0.02345122614696038,0.3195107894774118,0.3175062827030375,0.12018289201181898,2.5,8.0,0.7,0.001,200000
0.0,74.64948216603179,P,23.62765671733656,0.0184111015582922,23.62765671733656,0.30898017057023003,0.0184111015582922,0.005836208039191474,23.650103477091427,23.650103477091427,0.29958571081443613,0.02244675975486743,0.3049744781782377,0.30305633680648864,0.12018289201181898,2.5,8.0,0.7,0.001,200000
0.0,76.6987905678775,P,21.6365411022644,0.01805039088921089,21.6365411022644,0.36717295734349964,0.01805039088921089,0.00638549822756827,21.65797190036977,21.65797190036977,0.3567625359385075,0.02143079810537074,0.2904055981605201,0.28858538916820853,0.12018289201181898,2.5,8.0,0.7,0.001,200000
0.0,78.74809896972319,P,19.656935881337713,0.017647848601155966,19.656935881337713,0.4368761382623639,0.017647848601155966,0.006979374750377062,19.677000601571756,19.677000601571756,0.42509963898616,0.02006472023404271,0.2758309658485322,0.27406466950750813,0.12018289201181898,2.5,8.0,0.7,0.001,200000
0.0,80.79740737156888,P,17.690939160988915,0.017202180399127392,17.690939160988915,0.520187819759933,0.017202180399127392,0.007621912003271245,17.70975072889379,17.70975072889379,0.5071581681538916,0.01881156790487637,0.2611442854344553,0.2594644815690123,0.12018289201181898,2.5,8.0,0.7,0.001,200000
0.0,82.84671577341457,P,15.742098017136751,0.016707877473307226,15.742098017136751,0.6206550777528954,0.016707877473307226,0.008317291328590543,15.759568663198875,15.759568663198875,0.6062845043046483,0.017470646062124118,0.24634931041584351,0.2447535958284132,0.12018289201181898,2.5,8.0,0.7,0.001,200000
0.0,84.89602417526027,P,13.815016227823412,0.016159561885974432,13.815016227823412,0.742881690285214,0.016159561885974432,0.009070498572693923,13.830919307817478,13.830919307817478,0.7269435507689519,0.01590307999406626,0.23142742651269937,0.22989958577211467,0.12018289201181898,2.5,8.0,0.7,0.001,200000
0.0,86.94533257710597,P,11.915950485324164,0.015551729381672432,11.915950485324164,0.8931243496319642,0.015551729381672432,0.009887064769672268,11.92991828831841,11.92991828831841,0.8752509331156064,0.01396780299424627,0.2163544021230504,0.21487085659649022,0.12018289201181898,2.5,8.0,0.7,0.001,200000
0.0,88.99464097895167,P,10.054005907621015,0.014877709697019105,10.054005907621015,1.08048817377423,0.014877709697019105,0.010772928575975196,10.065217903511334,10.065217903511334,1.059858950154221,0.01121199589031896,0.20113092941285785,0.19964206063259424,0.12018289201181898,2.5,8.0,0.7,0.001,200000
0.0,91.04394938079736,P,8.240998552363147,0.014135973554260316,8.240998552363147,1.3167892203622686,0.014135973554260316,0.011734234206762017,8.249566097320379,8.249566097320379,1.2935155458089242,0.008567544957232442,0.18567857167884813,0.18420820418621178,0.12018289201181898,2.5,8.0,0.7,0.001,200000
0.0,93.09325778264305,P,6.497234556065524,0.013321084044195094,6.497234556065524,1.622333625910205,0.013321084044195094,0.012774055574181221,6.502747450629117,6.502747450629117,1.5960053009633217,0.005512894563593385,0.1700952615877959,0.16862318148193392,0.12018289201181898,2.5,8.0,0.7,0.001,200000
0.0,95.14256618448874,P,4.855588445608987,0.012430868224284734,4.855588445608987,2.0299959172994764,0.012430868224284734,0.013890280740811752,4.857616848264126,4.857616848264126,2.0001831004440347,0.0020284026551387058,0.15461803074448568,0.15311388739850143,0.12018289201181898,2.5,8.0,0.7,0.001,200000
0.0,97.19187458633445,P,3.3750652528030756,0.011465944627005316,3.3750652528030756,2.5987811263391984,0.011465944627005316,0.01506174758727135,3.373592326778169,3.373592326778169,2.565466980803864,0.0014729260249066733,0.14002860110457474,0.13845604728944008,0.12018289201181898,2.5,8.0,0.7,0.001,200000
0.0,99.24118298818013,C,2.1711041208209596,0.010422908460852977,2.1711041208209596,3.4441283962028355,0.010422908460852977,0.01620561988074733,2.165157616903099,2.165157616903099,3.4063406727744807,0.005946503917860557,0.12751011618979916,0.1272294672270882,0.12018289201181898,2.5,8.0,0.7,0.001,200000
0.0,101.29049139002584,C,1.3842546642552425,0.009323691867579854,1.3842546642552425,4.706587341482758,0.009323691867579854,0.01714504048752426,1.3756114675207745,1.3756114675207745,4.666102925237852,0.008643196734468006,0.12489342403658167,0.1244468930424919,0.12018289201181898,2.5,8.0,0.7,0.001,200000
0.0,103.33979979187153,C,0.9364957340557508,0.008292375253619701,0.9364957340557508,6.308136813128871,0.008292375253619701,0.017838046671100855,0.9268791199251029,0.9268791199251029,6.266678979487821,0.00961661413064796,0.12933818829891716,0.12875819813237618,0.12018289201181898,2.5,8.0,0.7,0.001,200000
0.0,105.38910819371722,C,0.6664730065647865,0.007396987799564516,0.6664730065647865,8.087422487483677,0.007396987799564516,0.0183689667129737,0.656743591345694,0.656743591345694,8.045851852754137,0.00972941521909243,0.13647121105604862,0.1357659723863002,0.12018289201181898,2.5,8.0,0.7,0.001,200000
0.0,107.43841659556293,C,0.4913596680254601,0.006632187057998539,0.4913596680254601,9.961617550790248,0.006632187057998539,0.018790997926704175,0.4822162546245401,0.4822162546245401,9.920632917878624,0.009143413400920009,0.14442218102958676,0.14361710980956974,0.12018289201181898,2.5,8.0,0.7,0.001,200000
0.0,109.4877249974086,C,0.37264795244104704,0.005976672944625219,0.37264795244104704,11.892214237051375,0.005976672944625219,0.019131079164451534,0.3635093757326255,0.3635093757326255,11.851234440832418,0.009138576708421553,0.15261423275397878,0.15163522485513345,0.12018289201181898,2.5,8.0,0.7,0.001,200000
0.0,111.53703339925431,C,0.2882888850231915,0.0054102961836302735,0.2882888850231915,13.857163571479465,0.0054102961836302735,0.019411722155036202,0.27966915031211576,0.27966915031211576,13.816702617257635,0.008619734711075744,0.16067668044469477,0.15955519968837023,0.12018289201181898,2.5,8.0,0.7,0.001,200000
0.0,113.5863418011,C,0.22649403805108165,0.004918128939485113,0.22649403805108165,15.84467712635283,0.004918128939485113,0.019645857150480298,0.21872349438129568,0.21872349438129568,15.805065363172442,0.0077705436697859676,0.16849262066939208,0.1672690268416944,0.12018289201181898,2.5,8.0,0.7,0.001,200000
0.0,115.6356502029457,C,0.18015676520346258,0.004487459062900605,0.18015676520346258,17.847648255350528,0.004487459062900605,0.019842981846152408,0.17339642601279892,0.17339642601279892,17.809046696649737,0.006760339190663656,0.17601798645787967,0.17473490637165304,0.12018289201181898,2.5,8.0,0.7,0.001,200000
0.0,117.6849586047914,C,0.14470339192873993,0.0041088237110464155,0.14470339192873993,19.861503283922087,0.0041088237110464155,0.02001030432024665,0.1390555741956265,0.1390555741956265,19.824014246678196,0.0056478177331134305,0.1832286485129065,0.18194205491422036,0.12018289201181898,2.5,8.0,0.7,0.001,200000
0.0,119.73426700663708,C,0.11745788246472401,0.0037741361832265645,0.11745788246472401,21.8835661763034,0.0037741361832265645,0.02015159839890427,0.11263822945668701,0.11263822945668701,21.84690530378488,0.004819653008036995,0.1902062804878589,0.1888949475343066,0.12018289201181898,2.5,8.0,0.7,0.001,200000
0.0,121.78357540848279,C,0.0963047388622133,0.003476350580747373,0.0963047388622133,23.911721434546713,0.003476350580747373,0.02027120801858595,0.09204667082567923,0.09204667082567923,23.875622146999646,0.004258068036534071,0.19697961237152375,0.19560293042526272,0.12018289201181898,2.5,8.0,0.7,0.001,200000
0.0,123.83288381032848,C,0.07953977106778364,0.0032100536625036813,0.07953977106778364,25.944264868597745,0.0032100536625036813,0.02037386971934299,0.07580322114890378,0.07580322114890378,25.908687099168546,0.003736549918879853,0.20350399667716243,0.20207470435150449,0.12018289201181898,2.5,8.0,0.7,0.001,200000
0.0,125.88219221217417,C,0.06601505437513108,0.0029712246212569653,0.06601505437513108,27.980048553750887,0.0029712246212569653,0.020463035247651626,0.06285800839379294,0.06285800839379294,27.945050288259132,0.003157045981338147,0.2097454662075581,0.20832184145539318,0.12018289201181898,2.5,8.0,0.7,0.001,200000
0.0,127.93150061401987,C,0.05520272745090022,0.002756169143814841,0.05520272745090022,30.018544628672636,0.002756169143814841,0.020539413753515937,0.05245789316815891,0.05245789316815891,29.983958574879257,0.002744834282741311,0.21581426808954016,0.21436173912765716,0.12018289201181898,2.5,8.0,0.7,0.001,200000
0.0,129.98080901586556,C,0.046419870420675406,0.0025617225165990997,0.046419870420675406,32.05907017348768,0.0025617225165990997,0.020605602355312103,0.044035750941823125,0.044035750941823125,32.024844834498616,0.0023841194788522813,0.22168179727720225,0.22020697984631918,0.12018289201181898,2.5,8.0,0.7,0.001,200000
0.0,132.03011741771127,C,0.03917787283211245,0.002385643259773987,0.03917787283211245,34.101136577745095,0.002385643259773987,0.02066358302504015,0.0371555547851607,0.0371555547851607,34.067273040187644,0.00202231804695175,0.2273195604840482,0.22586170638172035,0.12018289201181898,2.5,8.0,0.7,0.001,200000
0.0,134.07942581955695,C,0.03329109292679785,0.002225490505869688,0.03329109292679785,36.14455819968574,0.002225490505869688,0.0207135061567166,0.0315024441462521,0.0315024441462521,36.11092833139434,0.0017886487805457499,0.23283660636445475,0.231340308390748,0.12018289201181898,2.5,8.0,0.7,0.001,200000
0.0,136.12873422140265,C,0.02849433032702532,0.002079183820028611,0.02849433032702532,38.18906983893096,0.002079183820028611,0.02075645307956417,0.02683737835415111,0.02683737835415111,38.15557166744805,0.0016569519728742085,0.23826194247564733,0.23666055324896626,0.12018289201181898,2.5,8.0,0.7,0.001,200000
0.75,70.5508653623404,P,27.660764591224282,0.019070230717111,27.660764591224282,0.20684680628552832,0.019070230717111,0.004662288088330434,27.66051104136093,27.66051104136093,0.21137044539025787,0.00025354986335202057,0.330735739977989,0.3320234520262825,0.12018289201181898,2.5,8.0,0.7,0.001,200000
0.75,72.6001737641861,P,25.65140855557484,0.018789221716902088,25.65140855557484,0.24679917248215896,0.018789221716902088,0.005126762208367209,25.651681737890616,25.651681737890616,0.251849543765669,0.0002731823157766655,0.31634805155975676,0.317572223381647,0.12018289201181898,2.5,8.0,0.7,0.001,200000
0.75,74.64948216603179,P,23.64968734632261,0.018474846506098038,23.64968734632261,0.29438636507585403,0.018474846506098038,0.005628904652637036,23.650457616813945,23.650457616813945,0.2999338245346293,0.0007702704913334912,0.30198062143156584,0.30312799396664386,0.12018289201181898,2.5,8.0,0.7,0.001,200000
0.75,76.6987905678775,P,21.65776971862628,0.018120046543373913,21.65776971862628,0.35177713922480347,0.018120046543373913,0.006172744417576392,21.658424746628654,21.658424746628654,0.35720935619503563,0.0006550280023738253,0.28770390489702546,0.2886640776938745,0.12018289201181898,2.5,8.0,0.7,0.001,200000
0.75,78.74809896972319,P,19.67706304564901,0.01772512224045006,19.67706304564901,0.42037886809365654,0.01772512224045006,0.006762228709121289,19.67758765663547,19.67758765663547,0.4256806680475278,0.0005246109864600612,0.273349828725972,0.27415237875762943,0.12018289201181898,2.5,8.0,0.7,0.001,200000
0.75,80.79740737156888,P,17.71056511875803,0.017283681169118378,17.71056511875803,0.5031893430483331,0.017283681169118378,0.007401524669580977,17.710520787986443,17.710520787986443,0.5079222012442015,4.433077158694232e-05,0.2589488314119723,0.25956353228883805,0.12018289201181898,2.5,8.0,0.7,0.001,200000
0.75,82.84671577341457,P,15.761383309359877,0.016792912745749667,15.761383309359877,0.6033159354956258,0.016792912745749667,0.008095245082669476,15.760591226019686,15.760591226019686,0.6073010411232369,0.0007920833401904304,0.2444219356861501,0.2448670056339332,0.12018289201181898,2.5,8.0,0.7,0.001,200000
0.75,84.89602417526027,P,13.834541605584624,0.01624561470749907,13.834541605584624,0.7257826335661693,0.01624561470749907,0.008848566232706977,13.832299165152067,13.832299165152067,0.7283173821013076,0.002242440432556947,0.22978778702131594,0.23003179768044246,0.12018289201181898,2.5,8.0,0.7,0.001,200000
0.75,86.94533257710597,P,11.934804149193994,0.01564295654494338,11.934804149193994,0.8753535790210691,0.01564295654494338,0.009667056271432172,11.93182109352497,11.93182109352497,0.8771477123199345,0.002983055669023571,0.21487940650949727,0.21502879267110026,0.12018289201181898,2.5,8.0,0.7,0.001,200000
0.75,88.99464097895167,P,10.07217192528946,0.014974410792581307,10.07217192528946,1.0620297569624404,0.014974410792581307,0.010555725820496785,10.067918580002914,10.067918580002914,1.0625536006435166,0.004253345286546306,0.19979913573794297,0.19983702568889358,0.12018289201181898,2.5,8.0,0.7,0.001,200000
0.75,91.04394938079736,P,8.258867575941776,0.014237274544862517,8.258867575941776,1.29803380946049,0.014237274544862517,0.011520542875891096,8.253549811975756,8.253549811975756,1.2974932344619872,0.005317763966020905,0.18449413811600113,0.18445994070008442,0.12018289201181898,2.5,8.0,0.7,0.001,200000
0.75,93.09325778264305,P,6.51433832048792,0.013428605102083874,6.51433832048792,1.6028129558521094,0.013428605102083874,0.012565257992149494,6.508940760169283,6.508940760169283,1.6021925845012317,0.00539756031863714,0.16900418827236277,0.16896947859822037,0.12018289201181898,2.5,8.0,0.7,0.001,200000
0.75,95.14256618448874,P,4.873088689937293,0.01254241410709774,4.873088689937293,2.010871727147322,0.01254241410709774,0.013686567128147451,4.867954247855621,4.867954247855621,2.0105144740332497,0.005134442081672574,0.1536533654858011,0.15363533789080006,0.12018289201181898,2.5,8.0,0.7,0.001,200000
0.75,97.19187458633445,P,3.3974023835898364,0.01157374198602611,3.3974023835898364,2.584493822645561,0.01157374198602611,0.014861652893531113,3.3921130286020573,3.3921130286020573,2.583981656625413,0.005289354987779049,0.13935420872622092,0.13933003273426678,0.12018289201181898,2.5,8.0,0.7,0.001,200000
0.75,99.24118298818013,C,2.2017541626135313,0.010519217565837484,2.2017541626135313,3.438154003514871,0.010519217565837484,0.016008507377789877,2.1942047695217357,2.1942047695217357,3.435381799390799,0.0075493930917955865,0.12895636081758652,0.1286001837898919,0.12018289201181898,2.5,8.0,0.7,0.001,200000
0.75,101.29049139002584,C,1.4068277082640064,0.00941988560101153,1.4068277082640064,4.692535951011089,0.00941988560101153,0.016966904645696806,1.3972042826621611,1.3972042826621611,4.687689714376937,0.009623425601845259,0.12605787564021417,0.12556174557286734,0.12018289201181898,2.5,8.0,0.7,0.001,200000
0.75,103.33979979187153,C,0.9490149642060758,0.008390907829787575,0.9490149642060758,6.284031608798858,0.008390907829787575,0.017679996926970646,0.9382661405482188,0.9382661405482188,6.278059974108596,0.01074882365785701,0.13009106749168806,0.12944480470603403,0.12018289201181898,2.5,8.0,0.7,0.001,200000
0.75,105.38910819371722,C,0.6737445581805662,0.007499076224232621,0.6737445581805662,8.058069604618954,0.007499076224232621,0.018223586445171067,0.6631964736833214,0.6631964736833214,8.052298709089388,0.01054808449724487,0.13699604980137872,0.13623409770580497,0.12018289201181898,2.5,8.0,0.7,0.001,200000
0.75,107.43841659556293,C,0.49567810995138695,0.006739043085032991,0.49567810995138695,9.929311558235689,0.006739043085032991,0.018654596012745477,0.48619356662760055,0.48619356662760055,9.924604203879374,0.009484543323786399,0.14480031497488666,0.14396806047672767,0.12018289201181898,2.5,8.0,0.7,0.001,200000
0.75,109.4877249974086,C,0.3743530230358306,0.006091292802517235,0.3743530230358306,11.857294873165793,0.006091292802517235,0.01900352894322781,0.3661172518493987,0.3661172518493987,11.853836290946905,0.008235771186431928,0.15279567418911885,0.15191574365306312,0.12018289201181898,2.5,8.0,0.7,0.001,200000
0.75,111.53703339925431,C,0.28925078604950255,0.0055349724986572466,0.28925078604950255,13.821501038025014,0.0055349724986572466,0.019287597133907992,0.2814572080929846,0.2814572080929846,13.818484649036174,0.007793577956517972,0.16080078116380858,0.1597892484337491,0.12018289201181898,2.5,8.0,0.7,0.001,200000
0.75,113.5863418011,C,0.22721264254519385,0.005053303516048314,0.22721264254519385,15.808771296366325,0.005053303516048314,0.019523594469562162,0.21999358598467286,0.21999358598467286,15.806329428773552,0.007219056560520992,0.168604629909446,0.1674706027576195,0.12018289201181898,2.5,8.0,0.7,0.001,200000
0.75,115.6356502029457,C,0.18116263936603466,0.004633266964558719,0.18116263936603466,17.81202969503324,0.004633266964558719,0.019720300627083888,0.17432860180211643,0.17432860180211643,17.809972846436803,0.006834037563918233,0.17620655071813726,0.1749134965188129,0.12018289201181898,2.5,8.0,0.7,0.001,200000
0.75,117.6849586047914,C,0.14578481544292457,0.004265102392499572,0.14578481544292457,19.825960272955598,0.004265102392499572,0.01988798233916726,0.13975952376958994,0.13975952376958994,19.82471217024983,0.006025291673334626,0.18347159248082565,0.1821040870825846,0.12018289201181898,2.5,8.0,0.7,0.001,200000
0.75,119.73426700663708,C,0.11857906963195267,0.003940877497247653,0.11857906963195267,21.848062928989727,0.003940877497247653,0.020029689196619533,0.11317791611624826,0.11317791611624826,21.847438964442162,0.005401153515704402,0.1905065792502118,0.1890434792034966,0.12018289201181898,2.5,8.0,0.7,0.001,200000
0.75,121.78357540848279,C,0.09760545109557411,0.0036533609349819352,0.09760545109557411,23.876397712299536,0.0036533609349819352,0.02014880879144911,0.09246253800147826,0.09246253800147826,23.87603198817317,0.005142913094095855,0.19739245179923504,0.195739139773176,0.12018289201181898,2.5,8.0,0.7,0.001,200000
0.75,123.83288381032848,C,0.08119397208872678,0.003396464564857564,0.08119397208872678,25.90929463513881,0.003396464564857564,0.020249776835135607,0.07612990456534409,0.07612990456534409,25.909007756582756,0.00506406752338269,0.20412285625463222,0.20220146872235345,0.12018289201181898,2.5,8.0,0.7,0.001,200000
0.75,125.88219221217417,C,0.06798085877452317,0.0031657502630043966,0.06798085877452317,27.945389923669406,0.0031657502630043966,0.020337323773749857,0.0631230287060713,0.0631230287060713,27.945309282569163,0.004857830068451877,0.2106092324578149,0.20844315147327494,0.12018289201181898,2.5,8.0,0.7,0.001,200000
0.75,127.93150061401987,C,0.05739931671295576,0.0029576797502092384,0.05739931671295576,29.984116783454414,0.0029576797502092384,0.020412439597884868,0.05267291491927011,0.05267291491927011,29.984167570628,0.00472640179368565,0.21694187294382153,0.21447735990053263,0.12018289201181898,2.5,8.0,0.7,0.001,200000
0.75,129.98080901586556,C,0.04869042643588841,0.002769175229137322,0.04869042643588841,32.02471629502311,0.002769175229137322,0.02047840188364897,0.04420736438291841,0.04420736438291841,32.02501042193739,0.004483062052969999,0.2230386791240365,0.22031495346973493,0.12018289201181898,2.5,8.0,0.7,0.001,200000
0.75,132.03011741771127,C,0.0415865196294289,0.002597862888834186,0.0415865196294289,34.066920790061836,0.002597862888834186,0.02053558167972784,0.037298178397741646,0.037298178397741646,34.06740963779793,0.004288341231687254,0.2289888765322805,0.2259663171727954,0.12018289201181898,2.5,8.0,0.7,0.001,200000
0.75,134.07942581955695,C,0.035762801481298866,0.002441373368437127,0.035762801481298866,36.11040547375985,0.002441373368437127,0.02058523409955429,0.03162425873336659,0.03162425873336659,36.111044119979276,0.004138542747932274,0.23481337146624423,0.2314440992399466,0.12018289201181898,2.5,8.0,0.7,0.001,200000
